,Bags used ,Pothole,Result,distance,area per pixel,real area (cm)
48,0.25,424,845,152.2333427289357,0.10787490873264224,91.15429787908269
49,0.5,425,11342,164.59997224998656,0.09227424349737105,1046.5744697471825
50,0.5,426,49,150.9072193689151,0.10977917811430914,5.379179727601148
51,1.0,427,49347,178.97780299242294,0.0780443851157627,3851.256272307542
52,0.5,429,8708,174.07596304869162,0.0825016046501159,718.4239732932092
53,0.5,430,11183,136.82030555165724,0.13354846380258276,1493.472470704283
54,1.0,431,18342,146.10150337753265,0.11711988546854844,2148.2129392641154
55,1.0,432,52013,200.93712301799104,0.0619183891057829,3220.561172559086
56,0.5,435,12754,153.66498061824234,0.1058742136227782,1350.3197205449133
57,1.0,437,24621,156.33879955242233,0.1022837077963146,2518.327169653062
58,1.0,439,34904,198.2852137182616,0.0635856842609722,2219.394723444974
59,0.5,440,23682,172.44819747517357,0.08406644651461692,1990.8615863591579
60,0.5,441,33169,179.32117713267095,0.07774578384050779,2578.749904205803
61,0.5,442,35398,209.55153855254767,0.05693224387409197,2015.2875686551076
62,0.5,443,11406,177.50314932836824,0.07934651978213234,905.0264046350014
63,0.5,444,20360,174.1145098827156,0.08246507899079891,1678.9890082526658
64,0.5,445,0,176.92185354021248,0.07986877940331694,0.0
65,0.5,446,36120,207.81905801732557,0.05788543012900063,2090.821736259503
66,0.5,447,36712,184.20571450475367,0.07367731842625155,2704.841714064547
67,2.0,448,44463,136.102751715648,0.13496035035943696,6000.742058031646
68,1.0,449,40110,157.7243133411259,0.10049459815798509,4030.8383321167817
69,0.5,451,13132,169.6160784069172,0.08689723801283028,1141.1345295844872
70,2.0,452,42097,140.74189032520283,0.12620984955954426,5313.056036908135
71,1.0,453,46247,172.90476094174028,0.0836230695514953,3867.316097548003
72,0.5,454,18277,180.8172605410659,0.07646456782462674,1397.542906130703
73,0.5,455,26487,238.28219781253392,0.044030824131519125,1166.244438771547
74,0.5,456,5034,180.84029467217832,0.07644509005598667,384.8245833418369
75,0.5,460,15980,180.71457197032927,0.0765514923930481,1223.2928484409088
76,0.5,461,15135,165.77921024991917,0.09096616291071273,1376.7728756536371
77,0.5,462,22271,203.42710444756327,0.06041188315842447,1345.4330498212714
78,1.0,463,34771,191.70336074439152,0.06802688042977072,2365.3626594235575
79,0.5,465,20674,179.23902029478327,0.07781707201889956,1608.7901469187295
80,0.5,466,22941,167.84620449486272,0.08873949618108387,2035.7727818902451
81,0.5,467,28536,230.2532130774787,0.0471550934753877,1345.6177474136632
82,0.5,468,24243,235.5998061202914,0.045039146423103416,1091.8840267352962
83,0.5,469,27792,164.408996080215,0.09248873804334368,2570.4470077006076
84,0.5,471,9924,159.34611734183036,0.09845936646835446,977.1107528319496
85,0.5,472,21288,174.70839348528756,0.08190538729180001,1743.6018846678387
86,0.5,474,14976,189.11650264676254,0.06990064015071476,1046.8319868971043
87,0.5,475,20542,160.00651415116974,0.0976482986409045,2005.8913506814604
88,0.5,476,26367,183.23484753769134,0.07446014307183187,1963.2905923749909
89,0.5,477,4426,180.73485723464177,0.07653430943083105,338.7408535408582
90,1.5,478,39175,169.41738501955683,0.08710118439452198,3412.1888986553986
91,0.25,1032,41009,273.7073474293545,0.03337083679818069,1368.504646256592
92,0.25,1033,47829,350.02629660873924,0.02040509695097203,975.9553820680413
93,0.5,1034,13905,204.45786747342342,0.0598042922642765,831.5786839347647
94,0.5,1035,71827,274.54692659736565,0.033167049268684086,2382.2896478217717
95,0.5,1036,37913,323.78618973668284,0.023846429756021845,904.0896913400562
96,0.5,1038,60884,322.2782878249233,0.02407010103745549,1465.48403156444
97,1.0,1039,51329,194.12676557476271,0.0663390383014172,3405.1164969734436
98,0.25,1041,17082,208.7423732965292,0.057374481650401585,980.0708955521599
99,0.25,1042,20033,259.9921105542258,0.03698449300321034,740.9103483333128
100,0.25,1043,10891,219.2171676858738,0.052022459893264913,566.5766106975482
101,0.5,1047,33663,251.97526487295892,0.03937532830369835,1325.4916766873976
102,0.5,1048,55017,201.79620447000778,0.06139231663605788,3377.6210843659965
103,0.25,1049,58034,303.79337484946626,0.027088403609080988,1572.048415049406
104,1.55,1051,111132,180.2433245447406,0.07695230449053066,8551.863502641652
105,1.05,1052,94517,197.1870685145647,0.06429588040049693,6077.053727813768
106,3.0,1054,70775,141.8008339476525,0.12433186227890393,8799.587552789426
107,0.5,1055,56839,277.12198566204637,0.03255352665104365,1850.30990131867
108,0.25,1056,14834,187.4883287700809,0.07111996478179587,1054.99355757316
109,2.0,1058,59387,166.33761282311085,0.0903564333753061,5365.997508859304
110,0.25,1059,33926,326.86296300037856,0.02339960800972495,793.8551013379287
111,1.0,1060,70816,204.60417450301142,0.05971879391109758,4229.046109608286
112,0.5,1061,39541,373.7408959540137,0.01789776345379629,707.6954647265591
113,0.5,1062,38138,351.04444329029513,0.02028690534102201,773.7019958958974
114,0.25,1063,43994,320.7583845902768,0.024298752276326382,1068.9993076447029
115,0.25,1064,7071,319.33921326079894,0.02451520372541711,173.3470055424244
116,0.5,1065,73436,400.9647876490836,0.0155498977903285,1141.9222941305638
117,0.5,1069,28302,186.23743998119153,0.07207854682793743,2039.9670323242854
118,0.5,1070,10943,269.7399070196409,0.03435971886599269,375.998403550558
119,0.5,1071,80680,185.97787005342366,0.07227988776802079,5831.541345123917
120,0.55,1072,52072,211.33600250573625,0.055974862059200006,2914.7230171466626
121,1.0,1073,64618,182.20415021866265,0.07530494203818583,4866.054744623492
122,1.0,1074,40603,179.12281900716692,0.07791806838600544,3163.707330676979
123,0.5,1075,21332,190.21345248370298,0.0690967390858437,1473.9716381792177
124,0.25,1076,27370,295.825837755603,0.028567208367510213,781.8844930187546
125,0.25,1077,13369,218.7437063937751,0.052247904340949926,698.5022331341596
126,0.25,1078,20727,297.9444136837093,0.028162390402829366,583.7218658794443
127,0.25,1079,22174,251.4457508900773,0.03954134216866483,876.789721247974
128,0.5,1080,35184,236.70368347547017,0.04462004214174549,1569.9115627151732
129,0.5,1081,31889,199.65292430533998,0.0627174882820009,1999.9979838247266
130,0.5,1082,44562,357.38581484346304,0.01957336014976095,872.2280749936475
131,1.0,1083,71658,200.78989622095528,0.06200922423636809,4443.456990329665
132,1.0,1084,41150,252.2677210812023,0.03928408488880796,1616.5400931744475
133,0.5,1087,37409,187.05646969614025,0.07144873455709169,2672.825711046243
134,0.5,1088,28131,242.18527624497713,0.04262305119273024,1199.0290531026942
135,0.5,1089,34136,250.621395250337,0.03980189244406097,1358.6774004704653
136,0.5,1090,51228,255.93928702349305,0.0381650729719933,1955.1203582092728
137,0.5,1091,26371,201.54972908280808,0.06154256191166471,1622.93890017251
138,0.5,1092,34798,204.43639141431066,0.05981685781552758,2081.5070182647287
139,0.5,1095,26371,201.54972908280814,0.06154256191166468,1622.9389001725092
140,0.5,1096,34798,204.43639141431066,0.05981685781552758,2081.5070182647287
141,0.25,1097,5700,161.7390146000216,0.09556754352419186,544.7349980878936
142,0.5,1098,32072,238.20305266854476,0.044060088280819094,1413.09515134243
143,0.5,1099,60175,224.2653191450682,0.04970679614081371,2991.106457773465
144,0.5,1100,21724,243.59208168520914,0.04213215517429321,915.2789390063457
145,0.25,1101,10323,207.1915569694213,0.0582365850971959,601.1762679583533
146,1.0,1102,95629,253.29817917839293,0.03896510697381727,3726.1942147991717
147,0.5,1103,33634,275.983363727569,0.03282269230464209,1103.958432974332
148,0.5,1104,48348,346.58439681617847,0.02081239188442526,1006.2375228281926
149,0.5,1105,20752,215.7980821086721,0.05368399750073545,1114.0503161352622
150,0.5,1106,55903,293.8935748081179,0.02894408505131642,1618.0611866237418
151,0.5,1107,23643,226.4217446495662,0.04876449642773724,1152.9389890409916
152,0.5,1108,26755,217.06333438592745,0.05305997835982438,1419.6197210171013
153,3.1,1109,19150,277.49123860368445,0.032466947429243845,621.7420432700196
154,0.25,1110,13160,223.4366779983535,0.05007616677613577,659.0023547739468
155,0.25,1111,12016,188.94896156424244,0.07002465693278366,841.4162777043284
156,0.25,1112,19527,196.3782298517178,0.0648266122695559,1265.869257787618
157,0.25,1113,35228,292.89347136681243,0.029142085366952872,1026.6173833070159
158,0.5,1114,30263,211.01122157821942,0.05614730367772029,1699.1858511988492
159,0.5,1116,66808,269.6192970315164,0.03439046631051864,2297.558273273129
160,8.0,1118,64918,107.78027269206012,0.2152095069682143,13970.970773362536
161,0.5,1119,45937,196.87312095626496,0.06450110525994364,2962.987272326031
162,0.25,1120,18821,221.58570293359918,0.05091626492386617,958.2950221320851
163,0.5,1121,24955,277.81556628556706,0.0323911864954093,808.3220589929391
164,0.5,1122,26215,254.80387853739168,0.03850595862872868,1009.4337054521224
165,1.0,1126,43421,198.87337896599956,0.06321013287664502,2744.6471796368037
166,3.05,1127,72175,174.3382093574339,0.0822535870904183,5936.652648250941
167,0.5,1129,34158,148.4202067827979,0.11348904566532239,3876.558821836082
168,0.5,1130,20563,174.54499532879197,0.08205880851730771,1687.3752795413984
169,0.5,1131,56525,236.4923437143008,0.04469982656456405,2526.657696561983
170,0.25,1133,34303,300.1048498978043,0.027758371304462483,952.1954108569765
171,0.25,1135,12547,259.9798443885515,0.03698798303238311,464.0882231073109
172,0.5,1137,51787,238.12295385030433,0.04408973476813254,2283.27509443728
173,0.5,1138,23124,248.3222045793906,0.04054234810217305,937.5012575146495
174,0.5,1139,15488,200.11077139464052,0.06243082535294413,966.9286230663987
175,0.5,1140,69257,230.6457756304007,0.046994712730909334,3254.712819604588
176,0.5,1141,44146,331.21735032810454,0.0227884009226002,1006.0167471291085
177,1.0,1142,57749,195.83324590314726,0.06518792602003899,3764.537539731232
178,0.5,1144,15716,221.57339865571984,0.050921919982378355,800.2888944430582
179,0.5,1147,41844,236.50821374337346,0.04469382792514725,1870.1685356998614
180,0.25,1148,15584,248.89052127655512,0.04035741066494983,628.9298878025782
181,0.5,1149,61608,305.84475139732757,0.026726244966661202,1646.5504999060634
182,0.25,1153,2523,209.31438054381957,0.05706132804458674,143.96573065649235
183,0.25,1154,14545,260.8755464465059,0.03673442659463244,534.3022348189288
184,0.25,1155,31589,302.9929099701991,0.0272317202158619,860.2228098988616
185,0.25,1156,16193,286.2820069305907,0.030503656552470292,493.94571055415145
186,0.25,1157,3284,249.76528455559375,0.040075214850149345,131.60700556789044
187,0.25,1158,1846,246.81876875736,0.04103775984338394,75.75570467088676
188,0.25,1159,12195,267.0766708116676,0.03504839225147087,427.41514350668723
189,0.25,1165,0,230.97345333722006,0.04686146627979737,0.0
190,0.25,1166,20924,251.46401977638791,0.039535597012400045,827.2428318874586
191,0.5,1167,43047,330.6104258916385,0.022872146209598987,984.5772778846076
192,0.25,1168,8142,252.65415939081575,0.03916400560170705,318.8733336090988
193,0.25,1170,37069,305.42764743981934,0.026799291624050658,993.4229412119338
195,0.25,1173,32411,374.76735297642483,0.01779985670649835,576.9111557143179
196,0.5,1174,19882,246.88213914671576,0.041016695176116606,815.4939334915504
197,0.5,1176,63574,245.56445827935633,0.04145806133101191,2635.654791057751
198,0.5,1177,7193,265.30070591814814,0.03551920179552025,255.48961851517714
199,0.5,1178,10708,213.77765676141806,0.054703533996804776,585.7654420377855
200,0.25,1179,16763,247.4096728553994,0.04084196780320011,684.6339062850434
201,0.5,1180,47536,249.26333082446715,0.04023678019344656,1912.6955832756755
202,0.25,1182,17672,300.6532192549879,0.02765720519349973,488.75813017952726
203,0.25,1183,15488,382.0262831245742,0.017129848520781383,265.3070938898621
204,0.25,1184,21609,318.34337473152374,0.02466882004604499,533.0685323749861
205,0.5,1185,38277,221.1982229816254,0.051094804440206476,1955.7558295577833
206,0.5,1186,56210,228.34401753198827,0.047946922058270024,2695.096488895358
207,5.5,1187,44345,217.06858077853687,0.05305741354723584,2352.8310037521733
208,0.25,1188,29301,274.16558731811205,0.03325937810413383,974.5330378292255
209,0.5,1189,13124,300.28601344183994,0.027724887973572445,363.86142976516476
210,0.5,1190,26569,200.65006817855308,0.062095679722650725,1649.820114551107
211,0.25,1192,9420,252.2200194842599,0.03929894565038595,370.19606802663566
212,0.5,1193,32416,161.53119200218313,0.0958136120555921,3105.8940483940737
213,0.5,1194,3082,199.71406965663567,0.06267909042843404,193.17695670043372
214,0.25,1195,17268,241.39744389101577,0.04290171706667475,740.8268503073396
215,0.5,1196,41021,296.02541505070525,0.028528701915134368,1170.275881260727
216,0.25,1197,22193,241.89052504870946,0.042726989531356764,948.2400786694006
217,0.5,1199,26772,205.39571582362862,0.05925939961543583,1586.492646504448
218,1.0,1200,43349,205.2380131766178,0.05935050315393527,2572.78496121994
219,0.5,1201,52226,220.0239833149264,0.051641632516114616,2697.035899786602
220,0.5,1202,44153,205.9261307459583,0.05895451757738735,2603.018814594384
221,0.5,1207,37723,348.9405583058917,0.020532276564383004,774.53906883822
222,0.5,1208,50977,371.8688377664252,0.018078418502612895,921.5835400076975
223,0.25,1212,23484,332.5798842645566,0.02260206153553502,530.7868131005043
224,0.25,1213,51101,418.04700237300074,0.014305063216697307,731.0030354364491
225,0.25,1214,9697,328.1292471251163,0.02321935355968549,225.1580714682702
226,0.5,1216,38520,309.13441134690635,0.026160455770250564,1007.7007562700517
227,0.25,1218,25064,313.86876240448834,0.02537720679847092,636.0543111968751
228,0.5,1219,31732,305.1957602462465,0.026840031202930745,851.6878701313984
229,0.25,1221,28271,309.07771002735785,0.026170055093496004,739.8536275482255
230,0.25,1224,17118,267.82425853033703,0.034853001596432794,596.6136813277366
231,1.05,1226,46977,130.59854152060086,0.1465761650542463,6885.708505753329
232,0.5,1227,36634,216.73357766857802,0.053221561028200505,1949.7186667070973
233,0.25,1228,20776,286.73557170355434,0.030407230138294394,631.7406133532044
234,0.25,1229,17462,303.84640888268643,0.0270789482929702,472.8525950918456
235,1.0,1230,99947,186.54917644567263,0.0718378517175779,7179.977765616758
236,0.25,1231,23189,246.18498652323657,0.04124932824537288,956.5306726819516
237,0.5,1232,39404,199.47487088015467,0.06282950286788991,2475.733731006334
238,1.0,1234,61174,187.66350255238842,0.07098725342921176,4342.5742412786
239,0.25,1235,10638,210.0896280020754,0.05664098334150595,602.5467807869403
240,0.5,1236,76383,213.87323472781216,0.0546546519170331,4174.68627737874
241,0.5,1239,102287,275.3843624994514,0.032965635901106995,3371.955999416531
242,2.0,1242,30182,146.17613719519244,0.1170003191309595,3531.3036320106194
243,0.5,1243,66566,286.19626250243573,0.030521937087440706,2031.723264162578
244,0.25,1245,40203,221.97190029736956,0.050739245929010066,2039.8699040839917
245,0.25,1246,13165,307.8527274150396,0.02637873697685091,347.2760723002422
246,0.5,1247,41303,318.607493290739,0.024627937187070056,1017.2076896375545
247,1.0,1248,81024,235.97674769612115,0.04489537321123002,3637.6027190667014
248,1.0,1251,89382,284.87979954189456,0.030804679775971115,2753.3838877358503
249,0.5,1253,33000,262.27624624683665,0.036343110121115546,1199.322633996813
250,0.25,1256,57710,350.37951680766884,0.020363976628034984,1175.205091203899
251,1.55,1257,113306,179.57986003415368,0.07752196119433451,8783.703335085265
252,2.05,1258,99971,138.683791575675,0.1299836103169378,12994.59150699459
253,1.0,1259,92516,234.14584874385457,0.045600235317834865,4218.751370664811
254,0.25,1260,41390,343.3877188551887,0.0212016905399976,877.5379714505007
255,0.25,1263,45811,296.76001499128216,0.028387636792057736,1300.466029080957
256,0.5,1264,68055,314.1134502804558,0.025337685559950304,1724.3561907824178
257,0.5,1265,72098,245.39779056718896,0.041514394900005344,2993.1048435005855
258,1.0,1267,71795,190.01764253744676,0.06923921848633761,4971.029691226609
259,1.0,1268,87387,201.65488220217821,0.061478395797443124,5372.4125735511625
260,2.0,1269,49772,173.57335441626645,0.08298008885614575,4130.084982548086
261,0.5,1271,14435,169.4366224055705,0.08708140704106544,1257.0201106377797
262,1.0,1272,46939,147.72292187938427,0.11456296111061412,5377.470831571116
263,0.25,1274,21577,233.26451654502202,0.04594546465887343,991.365290944512
264,0.25,1275,14837,221.14981535994156,0.05111717523584971,758.4255289743021
265,0.25,1277,15410,204.39885823014777,0.05983882783328729,922.1163369109571
266,0.5,1281,72872,313.8136186341221,0.02538612621899919,1849.937789830909
267,1.05,1284,43665,276.45182406247653,0.03271154743010688,1428.349718535617
268,0.5,1285,61652,270.5475292945589,0.03415488789928046,2105.7171487664386
269,1.0,1286,57175,194.0219742120384,0.06641071714684352,3797.032752870778
270,0.5,1287,55507,224.249167481405,0.0497139567146951,2759.4725953625807
271,0.25,1288,20628,214.3460959307788,0.054413774587206525,1122.4473421848961
272,0.5,1291,15327,210.06932346399813,0.056651933294262234,868.3041816011572
273,0.5,1292,15222,194.90526667439312,0.06581014676863721,1001.7620541121956
274,0.5,1293,14916,207.59688252263402,0.05800939736642679,865.2681711176219
275,0.25,1294,15981,245.91674440065296,0.04133936556308149,660.6444010636053
276,0.25,1295,17634,285.70977683574995,0.03062596661371735,540.0582952662917
277,0.5,1297,24122,319.1612848984502,0.024542545173918743,592.015274685268
278,0.25,1298,25124,348.58321492358914,0.02057439467890698,516.911091912859
279,0.25,1299,30997,330.8287154640891,0.022841972868477365,708.0326330041929
280,0.25,1302,13058,223.60475455222115,0.05000091375833972,652.9119318564001
281,0.25,1303,13743,300.24893515518625,0.027731735989985584,381.1172477103719
282,0.25,1304,20308,336.0186141938139,0.022141821021867344,449.656101312082
284,0.25,1306,43036,402.77003343438986,0.015410818533775404,663.2199864195583
285,0.5,1308,63897,236.91593886124392,0.044540126862166074,2845.9804861118255
286,0.25,1309,22899,316.1713203799315,0.02500892722898144,572.679424616446
287,0.25,1310,36622,233.88349477645988,0.04570259493505205,1673.720431711476
288,0.25,1312,0,236.9553977622098,0.0445252940443649,0.0
289,0.25,1313,10165,294.8581991672059,0.028755014512635686,292.2947225209418
290,0.5,1314,40037,210.02227021242126,0.056677320661735336,2269.189887333898
291,0.5,1316,89779,225.22215100014816,0.04928534543731212,4424.789028016445
292,0.25,1318,51812,365.0841500237763,0.01875659717371853,971.8168127647044
293,0.25,1320,19769,293.53689044297886,0.029014469220118633,573.5870420125252
294,0.25,1321,11140,227.8133845529474,0.04817054235789054,536.6198418669006
295,0.25,1324,29844,299.1622427503898,0.027933570286555777,833.6494716319706
296,0.5,1325,25003,250.137165399958,0.039956143169151546,999.0234476582962
297,0.25,1326,26025,272.4438482943343,0.03368107903473385,876.5500818789485
298,1.0,1328,54736,206.51966528709255,0.05861613566208568,3208.4128015999217
299,0.25,1331,18363,230.88120978946418,0.04689891871189817,861.2048443065861
300,0.25,1332,5276,259.43816178201496,0.03714259917138378,195.96435322822083
301,0.25,1333,0,145.84360791793907,0.11753445821009384,0.0
302,0.25,1334,10459,176.094839919385,0.08062073412791047,843.2122582438157
303,0.25,1335,20085,331.0918329417533,0.02280568242832082,458.05213157282367
304,0.25,1336,26238,209.92476481690267,0.05672998360510074,1488.481309830633
305,0.25,1337,18803,219.72999184298914,0.05177991456009065,973.6177334733845
306,0.25,1341,34559,367.00413536549985,0.018560859913005687,641.4447577335635
307,0.5,1342,21436,311.9194906669084,0.02569537632764845,550.8060869594722
308,0.5,1343,29595,227.95782695254167,0.048109516470417196,1423.801139941997
309,0.5,1344,24830,284.96070406072164,0.03078719045924796,764.4459391031269
310,0.5,1345,23967,250.20067871233798,0.0399358600515135,957.142757854624
311,0.5,1346,33508,383.4161990222331,0.01700587935127741,569.8330053026035
312,0.5,1347,9269,252.57885977767793,0.03918736047836696,363.22764427398334
313,1.0,1349,65919,210.83412901441415,0.056241666445150905,3707.3944103979024
314,0.25,1350,27818,319.39373369930274,0.024506834960227406,681.731134923606
315,0.25,1352,38231,346.1680564687538,0.020862484601399875,797.5936487961186
316,0.55,1354,88163,213.5791789089406,0.05480525257146247,4831.795482457846
317,3.0,1355,105416,203.34180785343347,0.06046257621257138,6373.722934024425
318,0.55,1356,82586,225.55000525083815,0.04914216950401439,4058.4552106585325
319,0.5,1357,24505,315.78276441032,0.02507050973093138,614.3528409564734
320,0.5,1358,53696,378.5011597074868,0.01745040776819119,937.0170955207941
321,8.0,1406,109717,69.83019446507885,0.5126884170428356,56250.6350526888
322,0.25,1407,26838,306.7168598824513,0.02657447601491806,713.2057872883709
323,1.0,1408,64561,245.72777862656594,0.0414029703283514,2673.0171673686946
324,0.25,1410,68435,216.0572046437631,0.053555305733084015,3665.0573478436045
325,0.25,1412,18639,362.97600247020637,0.01897510474594406,353.67697735965135
326,0.25,1413,35998,314.7382368392088,0.025237189777630006,908.488357615125
327,0.5,1414,74996,218.85750790860578,0.052193582742887476,3914.309931385589
328,0.5,1416,97108,253.72950645793213,0.0388327421689314,3770.96992654059
329,2.0,1417,108534,218.01584479543652,0.052597353481976195,5708.601162812804
330,0.25,1418,20390,263.865826525062,0.03590655278447067,732.134611275357
331,0.25,1424,42760,374.42608475458513,0.017832318620814944,762.509944226047
332,0.5,1425,20194,275.1147804255718,0.03303027291254529,667.0133311959396
333,1.0,1427,91265,221.66157381196987,0.05088141539584483,4643.692376101778
334,0.25,1428,26744,263.2903583116051,0.03606368471550648,964.4871840315053
335,0.5,1431,41989,274.7908442056261,0.03310819405606006,1390.1799602199058
336,0.5,1433,29356,261.6268858981922,0.03652374187849287,1072.1909665850367
337,1.0,1440,52362,195.91099786149812,0.06513619351712932,3410.6613649439255
338,1.0,1442,58845,211.17043529775677,0.05606267013446687,3299.007824062703
339,0.25,1443,62997,318.35372945560505,0.024667215323705197,1553.9605637474563
340,0.5,1445,52918,311.22946510347106,0.02580944085938824,1365.783991397107
341,0.5,1449,27550,228.27098282667768,0.0479776079516226,1321.7830990672026
342,2.0,1450,82795,205.28762451278584,0.059321820451011475,4911.550124241495
